Word	Phonetic
superior	/suˈpɪɹiɝ/
imitate	/ˈɪməˌteɪt/
attach	/əˈtætʃ/
surround	/sɝˈaʊnd/
fluent	/ˈfɫuənt/
transform	/ˈtɹænsfɔɹm/, /tɹænsˈfɔɹm/
confusing	/kənˈfjuzɪŋ/
aggressive	/əˈɡɹɛsɪv/
alert	/əˈɫɝt/
widespread	/ˈwaɪdsˈpɹɛd/
admission	/ædˈmɪʃən/, /ədˈmɪʃən/
uncertainty	/ənˈsɝtənti/
strain	/ˈstɹeɪn/
neglect	/nəˈɡɫɛkt/, /nɪˈɡɫɛkt/
boast	/ˈboʊst/
resolve	/ɹiˈzɑɫv/
overall	/ˈoʊvɝˌɔɫ/
endure	/ɛnˈdjʊɹ/, /ɪnˈdʊɹ/
shortage	/ˈʃɔɹtədʒ/, /ˈʃɔɹtɪdʒ/
reform	/ɹəˈfɔɹm/, /ɹɪˈfɔɹm/
productive	/pɝˈdəktɪv/, /pɹəˈdəktɪv/, /pɹoʊˈdəktɪv/
steep	/ˈstip/
proverb	/ˈpɹɑvɝb/
reluctant	/ɹiˈɫəktənt/, /ɹɪˈɫəktənt/
irregular	/ˌɪˈɹɛɡjəɫɝ/
tackle	/ˈtækəɫ/
apt	/ˈæpt/
burden	/ˈbɝdən/
contrary	/ˈkɑntɹɛɹi/, /kənˈtɹɛɹi/
somewhat	/ˈsəmˈwət/, /ˈsəmhˈwət/
sum	/ˈsəm/
admit	/ədˈmɪt/
upset	/ˈəpˌsɛt/, /əpˈsɛt/
honour	/ˈɑnɝ/
silly	/ˈsɪɫi/
pure	/ˈpjʊɹ/
rush	/ˈɹəʃ/
tube	/ˈtjub/, /ˈtub/
promising	/ˈpɹɑməsɪŋ/
nightmare	/ˈnaɪtˌmɛɹ/
flash	/ˈfɫæʃ/
ugly	/ˈəɡɫi/
twist	/ˈtwɪst/
fond	/ˈfɑnd/
handy	/ˈhændi/
boil	/ˈbɔɪɫ/
oppose	/əˈpoʊz/
imaginative	/ˌɪˈmædʒənətɪv/
wipe	/ˈwaɪp/
weigh	/ˈweɪ/
brave	/ˈbɹeɪv/
sightseeing	/ˈsaɪtˈsiɪŋ/
admire	/ædˈmaɪɹ/
freeze	/ˈfɹiz/
stripe	/ˈstɹaɪp/
talented	/ˈtæɫəntɪd/
tease	/ˈtiz/
thoughtful	/ˈθɔtfəɫ/
trustworthy	/ˈtɹəstˌwɝði/
amenity	/əˈmɛnəti/
binocular	/bəˈnɑkjəɫɝ/
consider	/kənˈsɪdɝ/
marriage	/ˈmɛɹɪdʒ/
takeaway	/ˈteɪkəˌweɪ/
width	/ˈwɪdθ/
tram	/ˈtɹæm/
troop	/ˈtɹup/
warrior	/ˈwɔɹiɝ/, /ˈwɔɹjɝ/
discuss	/dɪˈskəs/
explanation	/ˌɛkspɫəˈneɪʃən/
cottage	/ˈkɑtədʒ/, /ˈkɑtɪdʒ/
anxious	/ˈæŋkʃəs/, /ˈæŋʃəs/
advise	/ædˈvaɪz/, /ədˈvaɪz/
deny	/dɪˈnaɪ/
heredity	/hɝˈɛdəti/
ivory	/ˈaɪvɝi/, /ˈaɪvɹi/
lorry	/ˈɫɔɹi/
beast	/ˈbist/
citizen	/ˈsɪtəzən/, /ˈsɪtɪzən/
metaphor	/ˈmɛtəfɔɹ/
orchard	/ˈɔɹtʃɝd/
plumber	/ˈpɫəmɝ/
tug	/ˈtəɡ/
excessive	/ɪkˈsɛsɪv/
tidy	/ˈtaɪdi/
beverage	/ˈbɛvɝɪdʒ/, /ˈbɛvɹɪdʒ/
empty	/ˈɛmpti/, /ˈɛmti/
publish	/ˈpəbɫɪʃ/
shave	/ˈʃeɪv/
mild	/ˈmaɪɫd/
swing	/ˈswɪŋ/
stir	/ˈstɝ/
forgive	/fɝˈɡɪv/, /fɔɹˈɡɪv/
pretend	/pɹiˈtɛnd/
quantity	/ˈkwɑntəti/
invent	/ˌɪnˈvɛnt/
prohibit	/pɹoʊˈhɪbət/
ban	/ˈbæn/
resist	/ɹiˈzɪst/, /ɹɪˈzɪst/
assure	/əˈʃʊɹ/
translate	/tɹænˈsɫeɪt/, /tɹænzˈɫeɪt/
scary	/ˈskɛɹi/
fasten	/ˈfæsən/
polish	/ˈpɑɫɪʃ/, /ˈpoʊɫɪʃ/
via	/ˈvaɪə/, /ˈviə/
submit	/səbˈmɪt/
worldwide	/ˈwɝɫdˈwaɪd/
resemble	/ɹiˈzɛmbəɫ/, /ɹɪˈzɛmbəɫ/
compel	/kəmˈpɛɫ/
rid	/ˈɹɪd/
trigger	/ˈtɹɪɡɝ/
signature	/ˈsɪɡnətʃɝ/
expose	/ɪkˈspoʊz/
symptom	/ˈsɪmptəm/
bind	/ˈbaɪnd/
interrupt	/ˌɪntɝˈəpt/
trace	/ˈtɹeɪs/
usage	/ˈjusədʒ/, /ˈjusɪdʒ/
frustrate	/ˈfɹəsˌtɹeɪt/
astonish	/əˈstɑnɪʃ/
persist	/pɝˈsɪst/
spoil	/ˈspɔɪɫ/
reverse	/ɹiˈvɝs/, /ɹɪˈvɝs/
misleading	/mɪˈsɫidɪŋ/
passive	/ˈpæsɪv/
appetite	/ˈæpəˌtaɪt/
eager	/ˈiɡɝ/
illusion	/ˌɪˈɫuʒən/
selfish	/ˈsɛɫfɪʃ/
steady	/ˈstɛdi/
slight	/ˈsɫaɪt/
doubtful	/ˈdaʊtfəɫ/
heal	/ˈhiɫ/
seek	/ˈsik/
raw	/ˈɹɑ/
flesh	/ˈfɫɛʃ/
pat	/ˈpæt/
tap	/ˈtæp/
unexpected	/ˌənɪkˈspɛktɪd/
divorce	/dɪˈvɔɹs/
fool	/ˈfuɫ/
underneath	/ˌəndɝˈniθ/
triumph	/ˈtɹaɪəmf/
sensation	/sɛnˈseɪʃən/
liberty	/ˈɫɪbɝˌti/
charm	/ˈtʃɑɹm/
neat	/ˈnit/
messy	/ˈmɛsi/
pour	/ˈpɔɹ/
receipt	/ɹiˈsit/, /ɹɪˈsit/
appoint	/əˈpɔɪnt/
sweep	/ˈswip/
aloud	/əˈɫaʊd/
parcel	/ˈpɑɹsəɫ/
sour	/ˈsaʊɝ/, /ˈsaʊɹ/
spill	/ˈspɪɫ/
crush	/ˈkɹəʃ/
frighten	/ˈfɹaɪtən/
flashy	/ˈfɫæʃi/
symbolise	
enthusiastic	/ɪnˌθuziˈæstɪk/
thesis	/ˈθisəs/
celebrity	/səˈɫɛbɹɪti/
chimney	/ˈtʃɪmni/
stationery	/ˈsteɪʃəˌnɛɹi/
suspicious	/səˈspɪʃəs/
infant	/ˈɪnfənt/
meadow	/ˈmɛˌdoʊ/
choir	/ˈkwaɪɝ/
waste	/ˈweɪst/
nod	/ˈnɑd/
careless	/ˈkɛɹɫəs/
precious	/ˈpɹɛʃəs/
rub	/ˈɹəb/
squeeze	/ˈskwiz/
wrap	/ˈɹæp/
wound	/ˈwaʊnd/, /ˈwund/
sensitive	/ˈsɛnsətɪv/, /ˈsɛnsɪtɪv/
praise	/ˈpɹeɪz/
protest	/ˈpɹoʊˌtɛst/, /pɹəˈtɛst/
embarrass	/ɪmˈbɛɹəs/
previous	/ˈpɹiviəs/
quarrel	/ˈkwɔɹəɫ/
delightful	/dɪˈɫaɪtfəɫ/
stare	/ˈstɛɹ/
recall	/ˈɹiˌkɔɫ/, /ɹɪˈkɔɫ/
mend	/ˈmɛnd/
crosswalk	/ˈkɹɑˌswɑk/
sidewalk	/ˈsaɪdˌwɔk/
aisle seat	
press	/ˈpɹɛs/
obvious	/ˈɑbviəs/
afterwards	/ˈæftɝwɝdz/
scold	/ˈskoʊɫd/
punish	/ˈpənɪʃ/
unless	/ənˈɫɛs/
progress	/ˈpɹɑˌɡɹɛs/, /pɹəˈɡɹɛs/, /pɹoʊˈɡɹɛs/
relieve	/ɹiˈɫiv/, /ɹɪˈɫiv/
fascinating	/ˈfæsəˌneɪtɪŋ/
hesitate	/ˈhɛzəˌteɪt/
unite	/ˈjuˌnaɪt/
focus	/ˈfoʊkəs/, /ˈfoʊkɪs/
cruel	/ˈkɹuəɫ/, /ˈkɹuɫ/
explode	/ɪksˈpɫoʊd/
delete	/dɪˈɫit/
stress	/ˈstɹɛs/
broadcast	/ˈbɹɔdˌkæst/
guilty	/ˈɡɪɫti/
reject	/ˈɹidʒɛkt/, /ɹɪˈdʒɛkt/
curious	/ˈkjʊɹiəs/
series	/ˈsɪɹiz/
means	/ˈminz/
seldom	/ˈsɛɫdəm/
scarcely	/ˈskɛɹsɫi/
propose	/pɹəˈpoʊz/
welfare	/ˈwɛɫˌfɛɹ/
wage	/ˈweɪdʒ/
compose	/kəmˈpoʊz/
discrimination	/dɪsˌkɹɪməˈneɪʃən/
crisis	/ˈkɹaɪsəs/
elect	/ɪˈɫɛkt/
oblige	/əˈbɫaɪdʒ/
amuse	/əmˈjuz/
bond	/ˈbɑnd/
healthful	/ˈhɛɫθfəɫ/
valueless	/ˈvæɫjuɫəs/
approve	/əˈpɹuv/
useless	/ˈjusɫəs/
assess	/əˈsɛs/
priceless	/ˈpɹaɪsɫəs/
worthless	/ˈwɝθɫəs/
congratulate	/kənˈɡɹætʃəˌɫeɪt/
proof	/ˈpɹuf/
remedy	/ˈɹɛmədi/
accuse	/əkˈjuz/
inherit	/ˌɪnˈhɛɹət/
ratio	/ˈɹeɪʃiˌoʊ/
accustom	/əˈkəstəm/
proceed	/pɝˈsid/, /pɹəˈsid/, /pɹoʊˈsid/
stimulate	/ˈstɪmjəˌɫeɪt/
genius	/ˈdʒinjəs/
ambitious	/æmˈbɪʃəs/
diligent	/ˈdɪɫɪdʒənt/
hypothesis	/haɪˈpɑθəsəs/
privilege	/ˈpɹɪvɪɫədʒ/, /ˈpɹɪvɪɫɪdʒ/, /ˈpɹɪvɫədʒ/, /ˈpɹɪvɫɪdʒ/
accord	/əˈkɔɹd/
pastime	/ˈpæsˌtaɪm/
sympathy	/ˈsɪmpəθi/
generous	/ˈdʒɛnɝəs/
stubborn	/ˈstəbɝn/
vain	/ˈveɪn/
acquaintance	/əˈkweɪntəns/
affection	/əˈfɛkʃən/
moderate	/ˈmɑdɝˌeɪt/, /ˈmɑdɝət/
temper	/ˈtɛmpɝ/
urge	/ˈɝdʒ/
conscious	/ˈkɑnʃəs/
blush	/ˈbɫəʃ/
fate	/ˈfeɪt/
probable	/ˈpɹɑbəbəɫ/
defect	/ˈdifɛkt/, /dɪˈfɛkt/
basis	/ˈbeɪsəs/, /ˈbeɪsɪs/
analysis	/əˈnæɫəsəs/, /əˈnæɫɪsɪs/
access	/ˈækˌsɛs/
detail	/ˈditeɪɫ/, /dɪˈteɪɫ/
address	/ˈæˌdɹɛs/, /əˈdɹɛs/
principal	/ˈpɹɪnsəpəɫ/
enormous	/iˈnɔɹməs/, /iˈnɔɹmɪs/, /ɪˈnɔɹməs/, /ɪˈnɔɹmɪs/
besides	/ˌbiˈsaɪdz/, /bɪˈsaɪdz/
funeral	/ˈfjunɝəɫ/
dare	/ˈdɛɹ/
memorial	/məˈmɔɹiəɫ/
trick	/ˈtɹɪk/
tear	/ˈtɛɹ/, /ˈtɪɹ/
bride	/ˈbɹaɪd/
cheerful	/ˈtʃɪɹfəɫ/
sigh	/ˈsaɪ/
vertical	/ˈvɝtɪkəɫ/
scream	/ˈskɹim/
jealous	/ˈdʒɛɫəs/
slave	/ˈsɫeɪv/
sore	/ˈsɔɹ/
swear	/ˈswɛɹ/
whistle	/ˈhwɪsəɫ/, /ˈwɪsəɫ/
imaginary	/ˌɪˈmædʒəˌnɛɹi/
substantial	/səbˈstænʃəɫ/
greet	/ˈɡɹit/
vase	/ˈvɑz/, /ˈveɪs/
drown	/ˈdɹaʊn/
weep	/ˈwip/
refrigerator	/ɹəˈfɹɪdʒɝˌeɪtɝ/, /ɹɪˈfɹɪdʒɝˌeɪtɝ/
carve	/ˈkɑɹv/
yell	/ˈjɛɫ/
literature	/ˈɫɪtɝətʃɝ/
literary	/ˈɫɪtɝˌɛɹi/
spirit	/ˈspɪɹət/, /ˈspɪɹɪt/
cave	/ˈkeɪv/
mud	/ˈməd/
otherwise	/ˈəðɝˌwaɪz/
coal	/ˈkoʊɫ/
disaster	/dɪˈzæstɝ/
telescope	/ˈtɛɫəˌskoʊp/
nuclear	/ˈnukɫiɝ/
ecology	/iˈkɑɫədʒi/, /ɪˈkɑɫədʒi/
historical	/hɪˈstɔɹɪkəɫ/
heritage	/ˈhɛɹətədʒ/, /ˈhɛɹɪtɪdʒ/
legend	/ˈɫɛdʒənd/
substance	/ˈsəbstəns/
draft	/ˈdɹæft/
journal	/ˈdʒɝnəɫ/
ethnic	/ˈɛθnɪk/
federation	/ˌfɛdɝˈeɪʃən/
summit	/ˈsəmət/, /ˈsəmɪt/
candidate	/ˈkændədeɪt/, /ˈkænədɪt/
financial	/ˌfaɪˈnænʃəɫ/, /fəˈnænʃəɫ/, /fɪˈnænʃəɫ/
fund	/ˈfənd/
budget	/ˈbədʒɪt/
debt	/ˈdɛt/
bury	/ˈbɛɹi/
urban	/ˈɝbən/
totally	/ˈtoʊtəɫi/
poetry	/ˈpoʊətɹi/
holy	/ˈhoʊɫi/
weed	/ˈwid/
wheat	/ˈhwit/, /ˈwit/
civil	/ˈsɪvəɫ/
fossil	/ˈfɑsəɫ/
drought	/ˈdɹaʊt/
conservation	/ˌkɑnsɝˈveɪʃən/
enterprise	/ˈɛnɝˌpɹaɪz/, /ˈɛntɝˌpɹaɪz/
philosophy	/fəˈɫɑsəfi/
pension	/ˈpɛnʃən/
insurance	/ˌɪnˈʃʊɹəns/
historic	/hɪˈstɔɹɪk/
mine	/ˈmaɪn/
carbon	/ˈkɑɹbən/
canal	/kəˈnæɫ/
emperor	/ˈɛmpɝɝ/
creature	/ˈkɹitʃɝ/
detective	/dɪˈtɛktɪv/
identify	/aɪˈdɛntəˌfaɪ/
literacy	/ˈɫɪtɝəsi/
keen	/ˈkin/
strike	/ˈstɹaɪk/
relevant	/ˈɹɛɫəvənt/
odour	/ˈoʊdɝ/
statement	/ˈsteɪtmənt/
prey	/ˈpɹeɪ/
sequence	/ˈsikwəns/
faculty	/ˈfækəɫti/
craft	/ˈkɹæft/
intervention	/ˌɪntɝˈvɛnʃən/
strategy	/ˈstɹætədʒi/
hot spot	
overlook	/ˈoʊvɝˌɫʊk/
estate	/ɪˈsteɪt/
auditory	/ˈɔdɪˌtɔɹi/
luxury	/ˈɫəɡʒɝi/
beneficial	/ˌbɛnəˈfɪʃəɫ/
distinct	/dɪˈstɪŋkt/
harvest	/ˈhɑɹvəst/
monolingual	/ˌmɑnəˈɫɪŋɡwəɫ/
peer	/ˈpɪɹ/
spectacular	/spɛkˈtækjəɫɝ/
refreshment	/ɹəˈfɹɛʃmənt/
retain	/ɹiˈteɪn/, /ɹɪˈteɪn/
interpret	/ˌɪnˈtɝpɹət/
drift	/ˈdɹɪft/
internal	/ˌɪnˈtɝnəɫ/
procedure	/pɹəˈsidʒɝ/, /pɹoʊˈsidʒɝ/
clue	/ˈkɫu/
dye	/ˈdaɪ/
substantial	/səbˈstænʃəɫ/
boost	/ˈbust/
necessarily	/ˌnɛsəˈsɛɹəɫi/
equip	/ɪˈkwɪp/
desirable	/dɪˈzaɪɝəbəɫ/, /dɪˈzaɪɹəbəɫ/
dynamic	/daɪˈnæmɪk/
probe	/ˈpɹoʊb/
striking	/ˈstɹaɪkɪŋ/
principle	/ˈpɹɪnsəpəɫ/
regard	/ɹɪˈɡɑɹd/
generate	/ˈdʒɛnɝˌeɪt/
grant	/ˈɡɹænt/
appealing	/əˈpiɫɪŋ/
expedition	/ˌɛkspəˈdɪʃən/
magnificent	/mæɡˈnɪfəsənt/, /mæɡˈnɪfɪsənt/
plot	/ˈpɫɑt/
preference	/ˈpɹɛfɝəns/, /ˈpɹɛfɹəns/
profitable	/ˈpɹɑfətəbəɫ/
relatively	/ˈɹɛɫətɪvɫi/
processed	/ˈpɹɑsɛst/
illustrate	/ˈɪɫəˌstɹeɪt/
detect	/dɪˈtɛkt/
primary	/ˈpɹaɪˌmɛɹi/
mature	/məˈtʃʊɹ/, /mətˈjʊɹ/
cluster	/ˈkɫəstɝ/
descendant	/dɪˈsɛndənt/
exposure	/ɪkˈspoʊʒɝ/
extract	/ˈɛkˌstɹækt/, /ɪkˈstɹækt/
hardy	/ˈhɑɹdi/
optimistic	/ˌɑptəˈmɪstɪk/
pillar	/ˈpɪɫɝ/
ward	/ˈwɔɹd/
external	/ɪkˈstɝnəɫ/
interfere	/ˌɪnɝˈfɪɹ/, /ˌɪntɝˈfɪɹ/
sufficient	/səˈfɪʃənt/
shed	/ˈʃɛd/
profile	/ˈpɹoʊˌfaɪɫ/
consist of	
fleet	/ˈfɫit/
migration	/maɪˈɡɹeɪʃən/
onwards	/ˈɑnwɝdz/
personnel	/ˌpɝsəˈnɛɫ/
trail	/ˈtɹeɪɫ/
correspond	/ˌkɔɹəˈspɑnd/
subtle	/ˈsətəɫ/
pose	/ˈpoʊz/
earnings	/ˈɝnɪŋz/
accessible	/ækˈsɛsəbəɫ/
cite	/ˈsaɪt/
dense	/ˈdɛns/
discharge	/ˈdɪsˌtʃɑɹdʒ/, /dɪsˈtʃɑɹdʒ/
excursion	/ɪkˈskɝʒən/
fraction	/ˈfɹækʃən/
fragment	/ˈfɹæɡmənt/
insufficient	/ˌɪnsəˈfɪʃənt/
lively	/ˈɫaɪvɫi/
marvellous	/ˈmɑɹvəɫəs/
outstanding	/ˌaʊtˈstændɪŋ/
readily	/ˈɹɛdəɫi/
scarce	/ˈskɛɹs/
tremendous	/tɹəˈmɛndəs/, /tɹɪˈmɛndəs/
ruin	/ˈɹuən/, /ˈɹuɪn/
restore	/ɹɪˈstɔɹ/
descend	/dɪˈsɛnd/
fulfil	/fʊɫˈfɪɫ/
instinct	/ˈɪnstɪŋkt/
transmit	/tɹænzˈmɪt/
confront	/kənˈfɹənt/
prevail	/pɹiˈveɪɫ/, /pɹɪˈveɪɫ/
manuscript	/ˈmænjəsˌkɹɪpt/
controversial	/ˌkɑntɹəˈvɝʃəɫ/
self-esteem	/ˌsɛlf.ə.ˈstiːm/
amongst	/əˈməŋst/
comparable	/ˈkɑmpɝəbəɫ/, /kəmˈpɛɹəbəɫ/, /kəmpɹəbəɫ/
costly	/ˈkɑstɫi/, /ˈkɔstɫi/
damp	/ˈdæmp/
emphasise	
globe	/ˈɡɫoʊb/
immense	/ˌɪˈmɛns/
interior	/ˌɪnˈtɪɹiɝ/
invasion	/ˌɪnˈveɪʒən/
label	/ˈɫeɪbəɫ/
narrative	/ˈnæɹətɪv/, /ˈnɛɹətɪv/
stimulus	/ˈstɪmjəɫəs/
systematic	/ˌsɪstəˈmætɪk/
fellow	/ˈfɛɫoʊ/
wealthy	/ˈwɛɫθi/
comprehend	/ˌkɑmpɹiˈhɛnd/
outcome	/ˈaʊtˌkəm/
undertake	/ˈəndɝˌteɪk/
impose	/ˌɪmˈpoʊz/
expense	/ɪkˈspɛns/
originate	/ɝˈɪdʒəˌneɪt/
component	/kəmˈpoʊnənt/
portion	/ˈpɔɹʃən/
substitute	/ˈsəbstəˌtut/
ultimate	/ˈəɫtəmət/
consequently	/ˈkɑnsəˌkwɛntɫi/, /ˈkɑnsəkwəntɫi/
concerning	/kənˈsɝnɪŋ/
confine	/kənˈfaɪn/
conservative	/kənˈsɝvətɪv/
critic	/ˈkɹɪtɪk/
economical	/ˌɛkəˈnɑmɪkəɫ/, /ˌikəˈnɑmɪkəɫ/
entitle	/ɛnˈtaɪtəɫ/, /ɪnˈtaɪtəɫ/
flourish	/ˈfɫɝɪʃ/
gifted	/ˈɡɪftəd/, /ˈɡɪftɪd/
halt	/ˈhɔɫt/
interval	/ˈɪntɝvəɫ/
motive	/ˈmoʊtɪv/
namely	/ˈneɪmɫi/
offspring	/ˈɔfsˌpɹɪŋ/
patent	/ˈpætənt/
profound	/pɹoʊˈfaʊnd/
queue	/ˈkju/
scope	/ˈskoʊp/
seemingly	/ˈsimɪŋɫi/
sew	/ˈsoʊ/
sole	/ˈsoʊɫ/
spark	/ˈspɑɹk/
strengthen	/ˈstɹɛŋθən/
transaction	/tɹænˈzækʃən/
trivial	/ˈtɹɪviəɫ/
upright	/ˈəˌpɹaɪt/, /əˈpɹaɪt/
venture	/ˈvɛntʃɝ/
vice	/ˈvaɪs/
advert	/ˈædvɝt/
certificate	/sɝˈtɪfɪkət/
registration	/ˌɹɛdʒɪˈstɹeɪʃən/
passionate	/ˈpæʃənət/
dimension	/dɪˈmɛnʃən/
commission	/kəˈmɪʃən/
fatigue	/fəˈtiɡ/
furnish	/ˈfɝnɪʃ/
lower	/ˈɫoʊɝ/
devote	/dɪˈvoʊt/
adequate	/ˈædəˌkweɪt/, /ˈædəkwət/
withdraw	/wɪðˈdɹɔ/, /wɪθˈdɹɔ/
revenue	/ˈɹɛvəˌnu/, /ˈɹɛvənˌju/
transition	/tɹænˈzɪʃən/
accommodate	/əˈkɑməˌdeɪt/
barely	/ˈbɛɹɫi/
cemetery	/ˈsɛməˌtɛɹi/, /ˈsɛmɪˌtɛɹi/
controversy	/ˈkɑntɹəˌvɝsi/
desperate	/ˈdɛspɝɪt/, /ˈdɛspɹɪt/
downward	/ˈdaʊnwɝd/
erect	/ɪˈɹɛkt/
exclusive	/ɪkˈskɫusɪv/
faint	/ˈfeɪnt/
legislation	/ˌɫɛdʒəˈsɫeɪʃən/
managerial	/ˌmænɪˈdʒɪɹiəɫ/
noticeable	/ˈnoʊtəsəbəɫ/
outward	/ˈaʊtwɝd/
prominent	/ˈpɹɑmənənt/
province	/ˈpɹɑvəns/, /ˈpɹɑvɪns/
publicity	/pəˈbɫɪsəti/, /pəˈbɫɪsɪti/
soar	/ˈsɔɹ/
in spite of	
steer	/ˈstɪɹ/
sway	/ˈsweɪ/
thorough	/ˈθɝoʊ/, /ˈθɔɹoʊ/
consultation	/ˌkɑnsəɫˈteɪʃən/
diagram	/ˈdaɪəˌɡɹæm/
measurement	/ˈmɛʒɝmənt/
pavement	/ˈpeɪvmənt/
virtually	/ˈvɝtʃuəɫi/, /ˈvɝtʃuɫi/
sustainable	/səˈsteɪnəbəɫ/
workout	/ˈwɝˌkaʊt/
rational	/ˈɹæʃənəɫ/, /ˈɹæʃnəɫ/
consult	/kənˈsəɫt/
sensible	/ˈsɛnsəbəɫ/
perspective	/pɝˈspɛktɪv/
assemble	/əˈsɛmbəɫ/
vivid	/ˈvɪvəd/, /ˈvɪvɪd/
modify	/ˈmɑdəˌfaɪ/
utilise	
modest	/ˈmɑdəst/
vague	/ˈveɪɡ/
exceed	/ɪkˈsid/
mess	/ˈmɛs/
blueprint	/ˈbɫuˌpɹɪnt/
competent	/ˈkɑmpətɪnt/
conception	/kənˈsɛpʃən/
consensus	/kənˈsɛnsəs/
coordinate	/koʊˈɔɹdəˌneɪt/, /koʊˈɔɹdənət/
coverage	/ˈkəvɝədʒ/, /ˈkəvɝɪdʒ/, /ˈkəvɹɪdʒ/
destructive	/dɪˈstɹəktɪv/
digest	/ˈdaɪdʒɛst/, /daɪˈdʒɛst/
encyclopaedia	/ɪnˌsaɪkɫəˈpidiə/, /ɪnˌsaɪkɫoʊˈpidiə/
evolve	/iˈvɑɫv/, /ɪˈvɑɫv/
federal	/ˈfɛdɝəɫ/, /ˈfɛdɹəɫ/
graze	/ˈɡɹeɪz/
hail	/ˈheɪɫ/
harden	/ˈhɑɹdən/
insert	/ˈɪnˌsɝt/, /ˌɪnˈsɝt/
intent	/ˌɪnˈtɛnt/
leap	/ˈɫip/
mill	/ˈmɪɫ/
oral	/ˈɔɹəɫ/
peasant	/ˈpɛzənt/
penetrate	/ˈpɛnəˌtɹeɪt/
pessimistic	/ˌpɛsəˈmɪstɪk/
portray	/pɔɹˈtɹeɪ/
publicise	/ˈpʌblɪˌsaɪz/
reckless	/ˈɹɛkɫəs/
refine	/ɹəˈfaɪn/, /ɹɪˈfaɪn/
refuge	/ˈɹɛfjudʒ/
retreat	/ɹiˈtɹit/
rust	/ˈɹəst/
sceptic	/ˈskɛptɪk/
shallow	/ˈʃæɫoʊ/
stack	/ˈstæk/
vigorous	/ˈvɪɡɝəs/
weave	/ˈwiv/
youngster	/ˈjəŋstɝ/
acquisition	/ˌækwəˈzɪʃən/
cautious	/ˈkɔʃəs/
continuous	/kənˈtɪnjuəs/
insignificant	/ˌɪnsɪɡˈnjɪfɪkənt/
souvenir	/ˌsuvəˈnɪɹ/
possession	/pəˈzɛʃən/
staircase	/ˈstɛɹˌkeɪs/
overwhelm	/ˌoʊvɝˈwɛɫm/, /ˌoʊvɝhˈwɛɫm/
estimate	/ˈɛstəˌmeɪt/, /ˈɛstəmət/
obstacle	/ˈɑbstəkəɫ/
outbreak	/ˈaʊtˌbɹeɪk/
successive	/səkˈsɛsɪv/
evolution	/ˌɛvəˈɫuʃən/, /ˌɛvoʊˈɫuʃən/, /ˌivəˈɫuʃən/, /ˌivoʊˈɫuʃən/
inhabitant	/ɪnˈhæbətənt/, /ɪnˈhæbɪtənt/
qualify	/ˈkwɑɫəˌfaɪ/
dominate	/ˈdɑməˌneɪt/
conquer	/ˈkɑŋkɝ/
exploit	/ˈɛksˌpɫɔɪt/, /ˌɛksˈpɫɔɪt/
abandon	/əˈbændən/
omit	/oʊˈmɪt/
attain	/əˈteɪn/
intense	/ˌɪnˈtɛns/
crucial	/ˈkɹuʃəɫ/
genuine	/ˈdʒɛnˈjuˌwaɪn/, /ˈdʒɛnjəwən/
comparison	/kəmˈpɛɹəsən/
constructive	/kənˈstɹəktɪv/
abrupt	/əˈbɹəpt/
likewise	/ˈɫaɪˌkwaɪz/
marvel	/ˈmɑɹvəɫ/
ascent	/əˈsɛnt/
assert	/əˈsɝt/
await	/əˈweɪt/
blaze	/ˈbɫeɪz/
elegant	/ˈɛɫəɡənt/
embarrassing	/ɪmˈbɛɹəsɪŋ/
comparative	/kəmˈpɛɹətɪv/
congested	/kənˈdʒɛstəd/, /kənˈdʒɛstɪd/
tension	/ˈtɛnʃən/
terrify	/ˈtɛɹəˌfaɪ/
creep	/ˈkɹip/
servant	/ˈsɝvənt/
shatter	/ˈʃætɝ/
shorten	/ˈʃɔɹtən/
deliberate	/dɪˈɫɪbɝˌeɪt/, /dɪˈɫɪbɝət/, /dɪˈɫɪbɹət/
disclose	/dɪˈskɫoʊz/
habitual	/həˈbɪtʃuəɫ/
initiate	/ˌɪˈnɪʃiˌeɪt/
dispose of	
pronounce	/pɹəˈnaʊns/
revise	/ɹiˈvaɪz/, /ɹɪˈvaɪz/
automation	/ɔtəˈmeɪʃən/
dumb	/ˈdəm/
collaborate	/kəˈɫæbɝˌeɪt/
edit	/ˈɛdət/
capability	/ˌkeɪpəˈbɪɫəti/
commence	/kəˈmɛns/
enclosure	/ɛnˈkɫoʊʒɝ/, /ɪnˈkɫoʊʒɝ/
stagger	/ˈstæɡɝ/
execute	/ˈɛksəkˌjut/
feast	/ˈfist/
frightening	/ˈfɹaɪtənɪŋ/, /ˈfɹaɪtnɪŋ/
disguise	/dɪsˈɡaɪz/
dishonest	/dɪˈsɑnəst/
inspect	/ˌɪnˈspɛkt/
suppress	/səˈpɹɛs/
irony	/ˈaɪɹəni/
leakage	/ˈɫikədʒ/, /ˈɫikɪdʒ/
accumulate	/əkˈjumjəˌɫeɪt/
allowance	/əˈɫaʊəns/
memorise	
multitude	/ˈməɫtəˌtud/, /ˈməɫtətˌjud/
offensive	/əˈfɛnsɪv/
partially	/ˈpɑɹʃəɫi/, /ˈpɑɹʃɫi/
precaution	/pɹiˈkɔʃən/
distress	/dɪˈstɹɛs/
disturb	/dɪˈstɝb/
rigid	/ˈɹɪdʒəd/, /ˈɹɪdʒɪd/
shrink	/ˈʃɹɪŋk/
